,variable,model,mean,bias,ccoef,crmsd,sdev
0,precip,obsmerge,4.209841728210449,0.0,1.0,0.0,3.016371965408325
1,precip,vr,6.382942696326051,2.1731009681156017,0.8049054631812609,3.9025405294970907,5.895745650277968
2,precip,rcm,5.116306778058243,0.9064650498477942,0.832080146401436,2.1831561071312016,3.912390995870914
